Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
9704856,The Origins of Political Order: From Prehuman Times to the French Revolution,Francis Fukuyama,"Fukuyama, Francis",,"=""0374227349""","=""9780374227340""",5,4.19,"Farrar, Straus and Giroux",Hardcover,585,2011,2011,2019/09/08,2018/02/21,,,read,"For a writer often maligned for a now infamous thesis regarding the end of history, the standard and insight of the book blew me away. That thesis, taken from an original essay that later spawned a book, made to seem so out of touch by the events of September 11th, is no where near the level of this book.<br/><br/>The title promises a lot, and yet it delivers. The book functions as an entire course on pre history up to the French Revolution. I wish I had read it before my studies. <br/><br/>The central thesis here posits three planks for modern state formation - a strong and capable state, the rule of law, and state accountability to citizens - and guides us through historical instances of all three forming separately and independently without a modern state forming until sixteenth century England. To its self aware credit, it does this by not focusing on Europe at all (avoiding Whig history), with the main polities studied being China, India, the Muslim world, and only later Europe. The scope is breathtaking, the entire global is at least touched upon.<br/><br/>Clear and consice on the development of the state vs tribal distinction, just as importantly, on its non linear development. Clearly demonstrated with global examples displaying unique contexts.<br/><br/>The absolutely central (yet with differing results) role of war, religion, institutions, geography, economics, and sheer chance are highlighted expertly. Many shocking one off facts and stats! <br/><br/>A real strength of the book is evident here, it is great in dispelling popular theories with historical and contemporary evidence, such as the tradagy of the commons. It seems the tradagy only started in modern times and in what we consider developed societies. Also with insisting, against classical social contract thories, that there never was a  primordial, pre-social time. Humans were social from the get go, a biological basis for society and politics. Clearly seem in our ape cousins.<br/><br/>The work glides between polar opposite thinkers like Heyek and Marx with ease, dispelling errors and highlighting pertinent points - expanding them even - without pushing a political agenda of its own. <br/><br/>In many ways this is an update on his mentor Huntington, who stressed political development is separate from economic and social development, breaking classic modernization theory. It goes further, stressing the importance of ideas, stressing the historically contingent nature of development. <br/><br/>Scholarly and academic, the work would go well with the more free wheeling and expansive Sapiens by Yuval Noah Harari.<br/> <br/>The book hints as to what comes next and why things change - the near miracle of sustained economic growth per capita creating new social groups after breaking out if the Mathusian trap. To be explored in the next volume that I've already ordered. Pleasantly surprised at this brilliant book.",,,1,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",3,4.27,Del Rey,Hardcover,382,2014,2014,2019/04/20,2018/11/01,,,read,"For me this is YA sci-fi, not sci-fi. High ratings and inclusion in best of sci-fi lits swung my purchase. Saying that, as YA sci-fi it is very good, better than the hunger games which i also enjoyed. Felt aimed at a slightly older age group. Rating as a sci-fi book would be 3*. Fun concept, fun world building, great use of Roman/Greek history, bleak, moments a great suffering and injustice, good action sequences. The world building felt a little rushed at times, and the new societies delineations a little childish. Some of the story seemed very familiar. Much like dozens of coming of age stories set in brutal 'school' environments. Some nice twists, some obvious ones. Good fun overall!",,,1,0
29570143,New York 2140,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""031626234X""","=""9780316262347""",4,3.60,Orbit,Hardcover,624,2017,2017,2019/09/05,2018/08/23,,,read,"I really enjoyed this one, only just misses out of the 5* treatment. <br/><br/>My first work by the author so I went in blind, the title and cover telling me we are clearly going to a very wet New York in 120 years. Awesome. <br/><br/>I was not disappointed. Everything below is contained within a world dominated by climate change, and much of it is actually about the 2008 crash and the current (and interlinked) political, financial, and climatic systems.<br/><br/>We have a spiders web of narratives centered around the Met building and the people who reside there; a political strand, a police procedural, a financial angle, a treasure hunt, a mostly comic relief story of fame, you get the idea. The stories and characters coalesce well, and we also have a polemical narrator who periodically vents against the evils of finance capatlisim. That comment is unjust, most of the critiques in the book are well thought out and argued. <br/><br/>Early on the book seems poised to very much be about finance, though this shifts to wider themes later on, I'm sure it's enough to put many people off, the jargon is dense, real, and spot on - Mr Robinson clearly did his homework. Utterly believable and educational. Funny too! ""Finance, or even just life: It had to mean something. And meaning had no price. It could not be priced. It was some kind of alternative form of value."" Muses our yuppie trader. <br/><br/>The 'cloud star' (read today's youtubers) Amelia provides both comic relief, yet also some real moments of passion and tenderness. The episode with the polar bears is one of the most unexpected, funniest, and wild moments of any book. Yet it ends with a furious and pertinent argument against purity - much needed today. <br/><br/>The writing is excellent, the story zips along through 600 pages like one of the futuristic speed boats - never a dull moment. Hits on many of today's major global issues, and hits hard. <br/><br/>Outstanding use of epigraphs.<br/><br/>Why not 5* then? <br/><br/>This is a homage to New York, and as such would clearly mean more primarily to residents, less so visitors (like me), less so again people who have never been - a passage from 'the Citizen' narrator claiming otherwise not withstanding. <br/><br/>The story benefits from a couple of Deus Ex (literally) machina, leaving the ending not quite hitting with the punch the heavyweight world building and story built up too. <br/><br/>Clearly on the side of the people not capital, more left than right, traders and yuppie millionaires? Not so much :) they won't be giving it 5* either. <br/><br/>Hope abounds in the wreckage we leave future generations!",,,1,0
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",5,3.87,Tor Books,Paperback,1006,2006,2004,2019/09/04,2019/03/16,,,read,"Fantastic in both senses of the word. Though I would caution that you will need to enjoy at least three, and quite possibly all four of the following; long books, the world and machinations of early 19th century Britain, fantasy, and footnotes. <br/><br/>The footnotes alone are genuinely worthy of high praise, they wonderfully punctuate the text with all manner of off beat and inventive world building. <br/><br/>The text had me thinking like a 19th century gentleman for weeks, the text feels old. Brilliant conception and execution. <br/><br/>The fantasy and magic are both novel and have solid internal logic. The historical fiction is first rate (great cameo by the Duke of Wellington), the historical fantasy too (the history of the Raven King pervades and inspires the book to greater heights). <br/><br/>At times desperately sad, often completely hilarious. Usually when the silver haired gentleman is around. <br/><br/>Huge range of disparate characters - it takes quite some time to meet the first titular hero, the most stuffy Mr Norrell, and even longer to meet the more interesting but neglectful Jonathan Strange. <br/><br/>Personally loved Mr Honeyfoot and Childermas. <br/><br/>While everyone surely must love the wretched Vinculus!<br/><br/>It does feel long, a few hundred pages could have comfortably been dropped. Similarly, a few extra pages and it could have easily been split into several books, credit for not doing that, (possibly due to the lack of clear cut off points).<br/><br/><br/>.",,,1,0
16902,"Walden or, Life in the Woods",Henry David Thoreau,"Thoreau, Henry David",Bill McKibben,"=""""","=""""",0,3.77,Princeton University Press,Paperback,352,2004,1854,,2019/09/04,to-read,to-read (#174),to-read,,,,0,0
40180060,Mama's Last Hug: Animal Emotions and What They Tell Us about Ourselves,Frans de Waal,"Waal, Frans de",,"=""0393635066""","=""9780393635065""",0,4.21,W. W. Norton & Company,Hardcover,336,2019,2019,,2019/08/21,to-read,to-read (#173),to-read,,,,0,0
36099654,"Vietnam: An Epic Tragedy, 1945-1975",Max Hastings,"Hastings, Max",,"=""0062405667""","=""9780062405661""",0,4.32,Harper,Hardcover,896,2018,2018,,2019/08/17,to-read,to-read (#172),to-read,,,,0,0
34312336,The Templars: The Rise and Spectacular Fall of God's Holy Warriors,Dan Jones,"Jones, Dan",,"=""0525428305""","=""9780525428305""",0,3.92,Viking,Hardcover,448,2017,2017,,2019/08/17,to-read,to-read (#171),to-read,,,,0,0
186682,"Re: Colonised Planet 5, Shikasta (Canopus in Argos, #1)",Doris Lessing,"Lessing, Doris",,"=""0224017675""","=""9780224017671""",0,3.64,Jonathan Cape,Hardcover,365,1979,1979,,2019/08/14,to-read,to-read (#170),to-read,,,,0,0
308059,"The Age of Capital, 1848–1875",Eric J. Hobsbawm,"Hobsbawm, Eric J.",,"=""0679772545""","=""9780679772545""",0,4.26,Vintage Books,Paperback,354,1996,1975,,2019/08/13,to-read,to-read (#169),to-read,,,,0,0
6343761,"The Philosophical Baby: What Children's Minds Tell Us About Truth, Love, and the Meaning of Life",Alison Gopnik,"Gopnik, Alison",,"=""0374231966""","=""9780374231965""",0,3.79,"Farrar, Straus and Giroux",Hardcover,288,2009,2003,,2019/08/12,to-read,to-read (#168),to-read,,,,0,0
41817546,The Intelligence Trap: Why Smart People Make Dumb Mistakes,David   Robson,"Robson, David",,"=""0393651428""","=""9780393651423""",0,3.99,W.W. Norton  Company,Hardcover,336,2019,2019,,2019/08/11,to-read,to-read (#167),to-read,,,,0,0
21686,Shutter Island,Dennis Lehane,"Lehane, Dennis",,"=""038073186X""","=""9780380731862""",0,4.14,HarperTorch,Mass Market Paperback,369,2004,2003,,2019/08/10,to-read,to-read (#166),to-read,,,,0,0
483003,Beloved,Toni Morrison,"Morrison, Toni",,"=""0394535979""","=""9780394535975""",0,3.98,Alfred A. Knopf,Hardcover,275,1987,1987,,2019/08/07,to-read,to-read (#164),to-read,,,,0,0
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,"=""0140448071""","=""9780140448078""",0,3.98,Penguin Classics,Paperback,464,2004,1842,,2019/08/06,to-read,to-read (#163),to-read,,,,0,0
60926,"Lilith's Brood (Xenogenesis, #1-3)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446676101""","=""9780446676106""",0,4.37,Grand Central Publishing,Paperback,746,2000,1987,,2019/08/06,to-read,to-read (#162),to-read,,,,0,0
60934,"Imago (Xenogenesis, #3)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446603635""","=""9780446603638""",0,4.20,Aspect,Paperback,220,1997,1989,,2019/08/06,to-read,to-read (#161),to-read,,,,0,0
116249,"Adulthood Rites (Xenogenesis, #2)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446603783""","=""9780446603782""",0,4.19,Warner Aspect Books,Paperback,277,1997,1988,,2019/08/06,to-read,to-read (#160),to-read,,,,0,0
60929,"Dawn (Xenogenesis, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446603775""","=""9780446603775""",0,4.15,Warner Books,Paperback,248,1997,1987,,2019/08/06,to-read,to-read (#159),to-read,,,,0,0
36487638,"Persepolis Rising (The Expanse, #7)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",0,4.38,Orbit,Paperback,555,2018,2017,,2019/08/01,to-read,to-read (#158),to-read,,,,0,0
55148,The Punic Wars,Adrian Goldsworthy,"Goldsworthy, Adrian",,"=""0304352845""","=""9780304352845""",0,4.20,Cassell & Co. Ltd./Orion Publishing Group,Hardcover,412,2001,2000,,2019/07/31,to-read,to-read (#157),to-read,,,,0,0
60432,Caesar: Life of a Colossus,Adrian Goldsworthy,"Goldsworthy, Adrian",,"=""0300120486""","=""9780300120486""",0,4.24,Yale University Press,Hardcover,583,2006,2006,,2019/07/31,to-read,to-read (#156),to-read,,,,0,0
22473,On the Origins of War and the Preservation of Peace,Donald Kagan,"Kagan, Donald",,"=""0385423756""","=""9780385423755""",0,4.04,Anchor,Paperback,573,1996,1994,,2019/07/31,to-read,to-read (#155),to-read,,,,0,0
403946,Do or Die,Leon Bing,"Bing, Leon",,"=""0060922915""","=""9780060922917""",4,3.86,Harper Perennial,Paperback,304,1992,1991,,2019/07/31,,,read,,,,1,0
567678,The Wasp Factory,Iain Banks,"Banks, Iain",,"=""""","=""""",0,3.75,Simon & Schuster (NYC),Paperback,184,1998,1984,,2019/07/30,to-read,to-read (#154),to-read,,,,0,0
2331954,"Infected (Infected, #1)",Scott Sigler,"Sigler, Scott",,"=""0307406105""","=""9780307406101""",0,3.83,Crown,Hardcover,342,2008,2008,,2019/07/30,to-read,to-read (#153),to-read,,,,0,0
20588662,"An Indigenous Peoples' History of the United States (ReVisioning American History, #3)",Roxanne Dunbar-Ortiz,"Dunbar-Ortiz, Roxanne",,"=""080700040X""","=""9780807000403""",0,4.37,Beacon Press,Hardcover,320,2014,2014,,2019/07/29,to-read,to-read (#152),to-read,,,,0,0
8445273,Brain Rules for Baby: How to Raise a Smart and Happy Child from Zero to Five,John Medina,"Medina, John",,"=""0979777763""","=""9780979777769""",5,4.30,Pear Press,Audiobook,299,2010,2010,2019/07/29,2019/07/18,,,read,"A super informative and quite fun read for lost, soon to be first time parents like me. <br/><br/>I appreciate the authors (a developmental molecular biologist) punchy, straight to the point style, and found the personal anecdotes amusing and worthwhile. It won't work for everyone. (I may have liked it more as I listened to the audio version that is read by the author and liked his voice and pacing). <br/><br/>Crystal clear on what science does say, does not say, and what we are unsure of. Opinions always stated as such. Structured well, containing facts, practical advise, and a good touch of reassuring wisdom. Links to ongoing debates through active, well referenced websites.<br/><br/>A bit US focused in parts, but I won't hold it against the work ;)",,,1,0
26117350,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",Dick Hill,"=""""","=""""",0,4.18,Brilliance Audio,Audible Audio,,2008,1968,,2019/07/29,to-read,to-read (#151),to-read,,,,0,0
59151,Chess Story,Stefan Zweig,"Zweig, Stefan","Peter Gay, Joel Rotenberg, Стефан Цвайг","=""1590171691""","=""9781590171691""",0,4.27,NYRB Classics,Paperback,104,2005,1942,,2019/07/28,to-read,to-read (#150),to-read,,,,0,0
40132651,New York 1609,Harald Johnson,"Johnson, Harald",,"=""""","=""""",0,4.49,"Phoozl, LLC",Kindle Edition,579,2018,,,2019/07/28,to-read,to-read (#149),to-read,,,,0,0
33540051,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1501163108""","=""9781501163104""",0,4.29,Simon & Schuster Canada,Paperback,415,2017,2016,,2019/07/26,to-read,to-read (#148),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.15,Vintage Books,Paperback,559,2004,1992,,2019/07/26,to-read,to-read (#147),to-read,,,,0,0
37884491,"Priest of Bones (War for the Rose Throne, #1)",Peter McLean,"McLean, Peter",,"=""0451490215""","=""9780451490216""",0,3.94,Penguin Publishing Group,Paperback,331,2018,2018,,2019/07/22,to-read,to-read (#146),to-read,,,,0,0
243601,"Imperium (Cicero, #1)",Robert   Harris,"Harris, Robert",,"=""074326603X""","=""9780743266031""",0,4.14,Simon & Schuster,Hardcover,305,2006,2006,,2019/07/21,to-read,to-read (#145),to-read,,,,0,0
46158563,"Allez Allez Allez: The Inside Story of the Resurgence of Liverpool FC, Champions of Europe 2019",Simon Hughes,"Hughes, Simon",,"=""1473572746""","=""9781473572744""",0,4.23,Transworld Digital,Kindle Edition,0,2019,2019,,2019/07/19,to-read,to-read (#144),to-read,,,,0,0
36373639,The Tangled Tree: A Radical New History of Life,David Quammen,"Quammen, David",,"=""1476776628""","=""9781476776620""",4,3.98,Simon & Schuster,Hardcover,480,2018,2018,2019/07/16,2019/05/04,,,read,"A book filled with detailed and fascinating history of science, that seems a little confused as to what it is. <br/><br/>Ostensibly, the book is about how our idea of evolution and the tree of life as imagined by Darwin and others is not completely correct. How in many ways it is radically different, and more of a tangled web. Due in part to horizontal gene transfer that can take place even between kingdoms of life. <br/><br/>The story of how we came to think of evolution, and trees, is carefully sketched out including many interesting biographical details of the key scientists. Wow watch out for the Russian pedophile!<br/><br/>Later we are introduced to the various teams and people that would revolutionise the field during the latter parts of the last century. Though it is here we encounter the main issue with the book. There is a huge focus on a single scientist - so much so that this reads like an actual biography of Carl Woese in many parts. I see no reason why he takes so much of the page space, important though his techniques and discoveries clearly were. <br/><br/>Later chapters consider some mind blowing current science. Explaining major portions of our genome come from, or via, viral or bacterial sources  - as well as some of their essential uses! Shorter sections explore what this may mean going forwards. <br/><br/>The writing is excellent, and aimed at people with some scientific understanding, but he is humorous when confronted with many of the crimes against natural language science commits and clear with simplified explanations. <br/><br/>A final point I would like to make, the constant references to Nobel prizes won or not won. Not only this authors fault, but they should not be viewed as the be all and end all of science (or writing). Unbelievably overstated prize in many people's minds. We should have better ones!",,,1,0
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,4.14,Houghton Mifflin Harcourt,Paperback,552,1994,1980,,2019/07/16,to-read,to-read (#143),to-read,,,,0,0
24040192,The New Tsar: The Rise and Reign of Vladimir Putin,Steven Lee Myers,"Myers, Steven Lee",,"=""0307961613""","=""9780307961617""",0,4.06,Knopf,Hardcover,592,2015,2014,,2019/07/15,to-read,to-read (#142),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",4,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,2019/07/15,2018/11/18,,,read,"""All that smoke and savour rising so delicately from our altars. It leaves only ash behind"".<br/><br/>Fantastic in both senses of the word. A really punchy and action packed modern retelling of some of the most famous Greek myths. <br/><br/>The titular Circe really comes alive, and despite her divine nature time and time again shows her humanity - from her touching motherly goodness to the rasping vengeance. <br/><br/>Follows the general outline of the classic Greek myths, so expect tragedy, some famous names dropping by, things not being all they seem, and unforeseen self torment. At times brutal, and at times blasé about it! <br/><br/>Great fun, some good life lessons too, I may at be careful when I turn people into monsters...",,,1,0
42279228,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""0385537077""","=""9780385537070""",0,4.25,Doubleday,Hardcover,213,2019,2019,,2019/07/13,to-read,to-read (#141),to-read,,,,0,0
36526392,The Sun Does Shine: How I Found Life and Freedom on Death Row,Anthony Ray Hinton,"Hinton, Anthony Ray",,"=""""","=""""",0,4.65,Ebury Digital,Kindle Edition,358,2018,2018,,2019/07/07,to-read,to-read (#140),to-read,,,,0,0
44643351,"Fentanyl, Inc.: How Rogue Chemists Are Creating the Deadliest Wave of the Opioid Epidemic",Ben Westhoff,"Westhoff, Ben",,"=""0802127436""","=""9780802127433""",0,4.01,Atlantic Monthly Press,Hardcover,356,2019,2019,,2019/07/05,to-read,to-read (#139),to-read,,,,0,0
42194293,Stalingrad,Vasily Grossman,"Grossman, Vasily","Robert Chandler, Elizabeth Chandler","=""1681373270""","=""9781681373270""",0,4.28,NYRB Classics,Paperback,1088,2019,1952,,2019/07/04,to-read,to-read (#138),to-read,,,,0,0
71728,Jonathan Livingston Seagull,Richard Bach,"Bach, Richard",Russell Munson,"=""0743278909""","=""9780743278904""",3,3.86,Scribner,Paperback,112,2006,1970,,2019/07/02,,,read,,,,1,0
37758136,LEVINAS: Philosophical Reflections,Michael Carino,"Carino, Michael",,"=""""","=""""",0,2.50,Kindle Direct Publishing,Kindle Edition,21,2017,,,2019/07/02,to-read,to-read (#137),to-read,,,,0,0
551592,Everyday Zen: Love & Work,Charlotte Joko Beck,"Beck, Charlotte Joko",Steve       Smith,"=""0060607343""","=""9780060607340""",0,4.16,HarperOne,Paperback,224,1989,1989,,2019/07/01,to-read,to-read (#136),to-read,,,,0,0
16158576,Expecting Better: Why the Conventional Pregnancy Wisdom is Wrong - and What You Really Need to Know,Emily Oster,"Oster, Emily",,"=""1594204756""","=""9781594204753""",4,4.29,Penguin Press,Hardcover,336,2013,2013,2019/06/28,2019/04/19,,,read,"Clear and consice baby info.<br/><br/>A book by an economist that breezily follows her story from conception to birth stopping off for science, economics, and evidence along the way. <br/><br/>Lots about numbers here as you may expect - I have an analytical mind and they are what I was looking for. Generally very reassuring. Sometimes surprising, sometimes shocking. <br/><br/>The data on alcohol in particular struck me. As did several dated procedures that have virtually zero reliable modern evidence.<br/><br/>I would only add (at this very early point for me!) That the info on caffeine may be a little dated, indeed the risk of miscarriage may be minimal or non-existent, but there may be effects on the baby's sleep - this was not discussed. See Why we Sleep by Matthew Walker. <br/><br/>Very informative, and UK version at least has a lot of NHS data to go with the US stuff (the author is American).",,,1,0
44512537,Growth: From Microorganisms to Megacities (Mit Press),Vaclav Smil,"Smil, Vaclav",,"=""0262042835""","=""9780262042833""",0,3.87,The MIT Press,Hardcover,664,2019,2019,,2019/06/28,to-read,to-read (#135),to-read,,,,0,0
1358247,Forces of Habit: Drugs and the Making of the Modern World,Courtwright,"Courtwright, Courtwright",,"=""0674010035""","=""9780674010031""",0,3.72,Harvard University Press,Paperback,288,2002,2001,,2019/06/20,to-read,to-read (#134),to-read,,,,0,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",0,4.25,Small Beer Press,ebook,281,2010,2002,,2019/06/20,to-read,to-read (#133),to-read,,,,0,0
3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,"Grann, David",,"=""0385513534""","=""9780385513531""",0,3.90,Doubleday/Random House (NY),Hardcover,339,2009,2009,,2019/06/20,to-read,to-read (#132),to-read,,,,0,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",5,4.08,Tor Books,Hardcover,472,2014,2006,2019/06/18,2018/10/08,,,read,"This book reminds me of an exponential graph. <br/><br/>It starts with a shocking scene from the Cultural Revolution but then builds slowly. Even mundanely paced at times. Several questions are left hanging but they are answered later. And my god, are they answered! <br/><br/>There are several shocking turns that dramatically raise the stakes and totally blew my mind. By the end of the book and top of the curve it is hard to think back to the simpler times at the start. Though the links are poignant and well thought out. <br/><br/>I recently read (and raved!) about Hyperion, sci-fi set in the deep human future. There writers are free to go wild with technology and future history. This book is set in the present, with deviations to the near past. For me this grounds the work and sci-fi elements in our world, and the writer does an amazing job of creating realistic yet at times fantastic technological and engineering feats. Pushing the very limits of what we think we know and may be able to achieve in the future as of today. <br/><br/>I think some readers may not relate to the misanthropic characters who play a central role, but I am completely onboard with the program! Haha.<br/><br/>Without giving much away, the parts inside the computer game act as a microcosm of the book as a whole, slow at first, but brilliant, complex, weird, smart, and even very funny! Watch out for Issac Newton! <br/><br/>This is smart, modern sci-fi and I can't wait to read the sequels.",,,1,0
39284186,No Friend But the Mountains: Writing from Manus Prison,Behrouz Boochani,"Boochani, Behrouz","Alenka Ropret, Omid Tofighian","=""176055538X""","=""9781760555382""",0,3.90,Pan Macmillan Australia,Paperback,416,2018,2018,,2019/06/18,to-read,to-read (#131),to-read,,,,0,0
10854371,The Ego Trick: In Search Of The Self,baggini-julian,"baggini-julian, baggini-julian",,"=""1847081924""","=""9781847081926""",4,3.80,Granta Books (UK),Paperback,304,2011,2011,2019/06/16,2019/03/22,,,read,"Thought provoking, clearly written, and well argued throughout, an exemplary popular philosophy book.<br/><br/>The work grew out of the authors PhD work, and can be separated into 3 sections, a slightly slow opening half probing and then ruling out what the 'i' or a person really is. We then have a small and punchy statement of the central thesis, followed by a really interesting exploration of what that means.<br/><br/>The book feels modern and slips seemlessly between philosophy, science, phycology, and religion, often via interviews with leaders in these fields, without ever getting derailed by their at times conflicting views. Indeed, the author comes across as open, reasoned, and balanced, even when his own view differs from his subjects.<br/><br/>I already agreed with the central viewpoint of a bundle theory of mind, but as a testament to the structure and skill of the argument would struggle to see how you can argue against it without failing back to a faith in some form of the soul. <br/><br/>For people who think of themselves as fixed or stable over the long term it would also be an eye opening read! <br/><br/>I particularly enjoyed several philosophical and academic asdides, a small section on Wittigstien and a much needed critique of postmodernism stick in my mind.",,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.46,Riverhead Books,Hardcover,372,2007,2007,,2019/06/09,to-read,to-read (#130),to-read,,,,0,0
3741342,Hitler,Ian Kershaw,"Kershaw, Ian",,"=""0393067572""","=""9780393067576""",5,4.36,W. W. Norton & Company,Hardcover,1072,2008,1998,2019/06/09,2019/04/19,,,read,"Scholarly, balanced, brilliant. <br/><br/>Somehow this mammoth work is a condensed version of the authors two previous Hitler biographies, Hubris and Nemesis, that split his life chronologically. For all except the academic I am sure this work suffices. <br/><br/>Really detailed and insightful of Hitler's early life, the Nazi rise to power, and then through searing highs, the lucky escapes, and ultimate destruction. <br/><br/>Does not get carried away with any unsubstantiated theory or rumor, and dismisses others. <br/><br/>Allows no excuses for the horror while looking for reasons on how and why it could have happened. Lessons for today there. <br/><br/>Minor note - would recommend Blitzed by Norman Ohler, a great read that maybe does go to far in some conclusions, but offers more on Hitler's drug use, it is discussed here but not all the facts were established at time of writing. Conclusions reached remain unchanged.",,,1,0
40471,Outer Dark,Cormac McCarthy,"McCarthy, Cormac",,"=""0330314920""","=""9780330314923""",0,3.89,Picador,Paperback,256,2007,1968,,2019/05/27,to-read,to-read (#129),to-read,,,,0,0
6411373,Whole Earth Discipline: An Ecopragmatist Manifesto,Stewart Brand,"Brand, Stewart",,"=""0670021210""","=""9780670021215""",0,4.11,Viking Adult,Hardcover,336,2009,2009,,2019/05/25,to-read,to-read (#128),to-read,,,,0,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",0,4.26,Michael Joseph,Hardcover,416,2017,2017,,2019/05/19,to-read,to-read (#127),to-read,,,,0,0
23942038,The Man Who Mistook His Wife for a Hat,Oliver Sacks,"Sacks, Oliver",,"=""1447275411""","=""9781447275411""",4,4.05,Picador Classic,Kindle Edition,282,2014,1985,2019/05/14,2018/09/19,,,read,"Fascinating read on two levels, as a medical anthology of rare brain abnormalities and as literature verging on literary criticism. <br/><br/>Many of the cases are so strange that they are both hard to relate to and unforgettable. More than just documenting the illnesses, Dr Sacks brings the human suffering and occasional joy contained within to light. This probes the reader to ask what it means to be a person and reminded me of how lucky I am simply to be able to read and think for some period of time.<br/><br/>It is an old book so some of the mystery for some conditions has cleared since, with new treatments for others. Some medical language has moved on too, but this remains a remarkable work, bonus points if you know all of his literary references!",,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,,2019/05/06,to-read,to-read (#126),to-read,,,,0,0
258433,The Gormenghast Trilogy (Gormenghast #1-3),Mervyn Peake,"Peake, Mervyn",,"=""""","=""""",0,4.03,Vintage,Paperback,953,1999,1959,,2019/05/05,to-read,to-read (#125),to-read,,,,0,0
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""0553288202""","=""9780553288209""",5,4.24,Spectra,Mass Market Paperback,517,1995,1990,2019/05/05,2019/01/27,,,read,"Outstanding continuation of my favourite sci-fi series so far. Worrying yet impressiy how a book 30 years old seems so very prescient today.<br/><br/>Fantastic imagination especially for the tech, AI, and religious aspects. For a sci-fi book I learned a lot about a Victorian poet! <br/><br/>A damning yet realistic view of politics, with powerful environmental overtones and, I venture, a spiritual message about human development and exploration that is reminiscent of the great Carl Sagan. <br/><br/>Some brilliant writing again, the passage containing the ""ultimate Dachau of the soul"" will certainly stay with me! <br/><br/>A gripping narrative replaces the story within a story structure of the first book, and we play in the universe as opposed to build it - both fantastic fun even if you feel that it is a little easier from a literary perspective. <br/><br/>Similarly, by the end of the book (and via several hairpin twists) we are solving the mysteries as opposed to creating them, I really enjoyed the outcomes, I could see why not everyone would.",,,1,0
40524312,"Black Leopard, Red Wolf (The Dark Star Trilogy, #1)",Marlon James,"James, Marlon",,"=""0735220174""","=""9780735220171""",0,3.45,Riverhead Books,Hardcover,620,2019,2019,,2019/05/05,to-read,to-read (#124),to-read,,,,0,0
40063330,The Goodness Paradox: The Strange Relationship Between Virtue and Violence in Human Evolution,Richard W. Wrangham,"Wrangham, Richard W.",,"=""1101870907""","=""9781101870907""",0,4.19,Pantheon,Hardcover,377,2019,2019,,2019/05/04,to-read,to-read (#122),to-read,,,,0,0
328907,"Sharpe's Tiger (Sharpe, #1)",Bernard Cornwell,"Cornwell, Bernard",,"=""0060932309""","=""9780060932305""",0,4.14,HarperPerennial ,Paperback,385,2003,1997,,2019/05/04,to-read,to-read (#121),to-read,,,,0,0
39846984,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",0,4.40,Picador,ebook,350,2018,2018,,2019/05/04,to-read,to-read (#120),to-read,,,,0,0
